Suhu_C,Kelembaban_persen,Tekanan_Udara_hPa,Kecepatan_Angin_kmjam,Arah_Angin_derajat,Curah_Hujan_mm,Kondisi_Cuaca
27.9,90,1007.3,3.5,46,1.6,Berawan
27.7,58,1011.9,20.1,289,1.9,Berawan
31.7,80,1007.4,8.5,152,2.2,Berawan
30.7,73,1010.8,4.8,346,0.0,Cerah
29.4,82,1007.1,21.1,219,1.3,Berawan
21.6,93,1004.7,21.0,101,35.8,Hujan
23.9,85,1010.7,19.1,358,4.8,Berawan
16.8,66,1004.4,7.6,256,0.0,Cerah
28.2,92,1009.8,3.7,306,3.6,Berawan
24.3,82,1010.3,5.4,27,2.6,Berawan
24.0,81,1010.1,6.3,323,2.9,Berawan
32.0,96,1009.3,20.2,332,3.1,Berawan
24.4,87,1012.7,13.8,133,0.8,Berawan
31.5,79,1006.7,20.7,8,1.7,Berawan
17.6,57,1012.0,3.6,27,0.0,Cerah
29.6,82,1012.5,3.3,167,2.9,Berawan
17.5,84,1008.9,24.0,357,1.1,Berawan
29.9,56,1012.9,29.5,157,2.2,Berawan
25.3,69,1006.7,26.7,103,2.4,Berawan
17.5,81,1009.5,9.8,122,1.3,Berawan
18.6,89,1005.4,10.6,5,18.9,Hujan
23.9,58,1011.7,26.4,127,4.6,Berawan
28.0,91,1011.0,5.7,79,1.8,Berawan
23.0,62,1011.0,20.1,14,0.1,Berawan
29.9,58,1012.0,4.1,168,0.0,Cerah
28.3,65,1009.4,7.4,34,0.0,Cerah
21.0,98,1006.6,23.9,206,37.0,Hujan
31.7,85,1007.4,13.7,209,1.1,Berawan
24.9,79,1010.4,13.2,139,0.8,Berawan
24.5,78,1010.5,9.0,172,4.0,Berawan
26.5,90,1005.8,7.7,281,3.4,Berawan
25.7,63,1006.3,10.9,40,0.0,Cerah
21.5,74,1008.1,6.8,239,0.0,Cerah
21.5,61,1012.6,23.3,223,0.7,Berawan
19.9,80,1012.7,19.9,100,1.1,Berawan
21.2,79,1006.4,24.0,163,2.0,Berawan
28.8,97,1009.3,12.5,105,3.5,Berawan
16.6,73,1012.4,22.6,189,3.7,Berawan
25.6,58,1006.7,15.6,131,0.0,Cerah
23.2,74,1011.5,29.1,317,1.9,Berawan
28.3,80,1007.3,5.8,61,4.5,Berawan
19.7,75,1006.3,12.3,341,3.0,Berawan
27.3,76,1012.8,13.0,28,2.0,Berawan
29.6,84,1008.5,14.6,91,1.4,Berawan
31.6,90,1006.8,20.0,185,1.5,Berawan
26.1,98,1006.6,4.0,293,1.6,Berawan
27.1,60,1008.4,4.7,109,0.0,Cerah
16.1,96,1008.3,20.7,156,0.8,Berawan
18.9,98,1005.6,22.7,20,23.2,Hujan
24.2,88,1005.5,15.0,44,4.7,Berawan
30.9,74,1008.2,17.4,151,0.0,Cerah
28.7,58,1012.7,8.7,204,0.0,Cerah
24.6,76,1009.0,14.5,296,3.8,Berawan
18.0,92,1012.0,3.0,114,0.4,Berawan
25.1,56,1010.6,14.2,65,0.0,Cerah
17.6,61,1011.8,14.0,289,0.0,Cerah
24.7,57,1008.8,11.9,323,0.0,Cerah
19.0,60,1007.0,5.1,124,0.0,Cerah
31.0,61,1006.7,15.4,92,0.0,Cerah
19.6,80,1009.2,24.5,334,4.2,Berawan
24.9,61,1004.7,24.9,18,4.8,Berawan
30.0,57,1006.6,24.6,9,2.3,Berawan
26.2,84,1011.1,8.2,86,3.8,Berawan
27.1,74,1010.9,17.6,320,0.0,Cerah
28.1,85,1011.1,8.2,240,2.9,Berawan
30.0,93,1004.3,27.7,113,4.1,Berawan
24.8,97,1007.1,16.2,165,0.4,Berawan
29.1,79,1005.5,19.0,337,1.6,Berawan
27.1,79,1004.3,27.2,244,2.9,Berawan
20.5,65,1010.6,25.4,107,4.5,Berawan
19.0,84,1010.2,10.3,177,0.2,Berawan
30.4,67,1006.0,13.9,23,0.0,Cerah
31.2,64,1011.5,3.4,83,0.0,Cerah
17.5,86,1005.2,27.4,131,34.3,Hujan
18.0,61,1004.3,19.6,124,3.6,Berawan
16.7,79,1007.5,8.3,155,1.6,Berawan
27.4,70,1011.0,3.6,81,0.0,Cerah
25.7,64,1004.3,5.3,151,0.0,Cerah
19.8,67,1009.7,10.3,335,0.0,Cerah
26.7,57,1006.9,9.0,211,0.0,Cerah
25.8,65,1011.0,26.6,69,2.2,Berawan
17.1,63,1008.7,26.1,84,4.8,Berawan
29.9,87,1008.7,19.7,182,3.9,Berawan
25.7,56,1011.1,13.9,78,0.0,Cerah
22.8,83,1011.9,24.1,155,3.5,Berawan
30.8,91,1008.3,10.7,42,3.6,Berawan
29.8,90,1010.2,19.4,90,1.8,Berawan
20.7,96,1005.8,7.0,279,37.0,Hujan
22.7,81,1004.9,7.7,154,1.3,Berawan
25.7,89,1004.1,7.0,264,2.5,Berawan
30.2,74,1005.2,8.0,157,0.0,Cerah
22.6,69,1005.3,12.2,156,0.0,Cerah
22.4,56,1006.0,17.7,207,0.0,Cerah
20.4,89,1007.5,19.0,20,44.0,Hujan
22.4,75,1012.3,21.3,101,2.0,Berawan
20.5,93,1006.3,18.3,265,38.3,Hujan
16.1,62,1011.0,13.5,79,0.0,Cerah
25.9,98,1006.9,8.8,337,4.4,Berawan
23.9,73,1008.0,7.8,358,0.0,Cerah
23.3,95,1011.9,4.7,104,0.6,Berawan
25.1,84,1006.5,8.4,162,0.4,Berawan
21.8,91,1010.7,22.1,132,3.1,Berawan
31.5,91,1006.5,26.0,193,3.0,Berawan
31.8,96,1005.5,17.0,282,2.0,Berawan
31.7,86,1009.8,23.2,122,0.4,Berawan
22.8,56,1012.2,23.0,222,0.8,Berawan
22.3,96,1012.8,24.1,138,2.8,Berawan
20.8,62,1005.0,22.9,342,1.9,Berawan
21.7,91,1004.4,11.9,189,44.3,Hujan
20.4,92,1004.3,6.0,196,46.3,Hujan
26.5,72,1006.1,7.7,80,0.0,Cerah
28.3,95,1012.1,23.7,206,4.4,Berawan
22.1,61,1007.5,29.1,147,0.7,Berawan
25.1,91,1009.7,6.8,152,4.0,Berawan
16.7,76,1004.5,23.5,46,1.8,Berawan
16.0,55,1011.5,19.0,321,1.0,Berawan
24.0,57,1011.4,8.3,231,0.0,Cerah
18.7,60,1009.4,20.5,91,0.8,Berawan
25.7,86,1012.0,26.1,160,0.1,Berawan
22.9,76,1009.5,6.6,78,2.3,Berawan
25.4,83,1006.4,21.5,207,3.4,Berawan
20.7,87,1004.5,26.4,171,38.6,Hujan
31.3,72,1005.2,6.4,88,0.0,Cerah
17.7,98,1005.7,27.9,199,48.3,Hujan
28.1,63,1005.7,15.6,255,0.0,Cerah
16.9,70,1008.1,24.4,225,1.4,Berawan
17.1,61,1011.5,8.3,297,0.0,Cerah
28.1,84,1011.2,5.3,261,1.8,Berawan
29.4,58,1005.3,6.3,199,0.0,Cerah
17.0,76,1010.7,16.8,91,2.5,Berawan
27.9,85,1005.6,9.9,234,2.5,Berawan
20.0,79,1006.7,11.8,175,1.9,Berawan
22.6,58,1004.8,14.7,329,0.0,Cerah
20.6,88,1010.2,3.2,216,2.6,Berawan
27.6,88,1011.1,23.7,246,3.8,Berawan
22.2,88,1012.0,11.5,142,4.2,Berawan
21.1,76,1011.6,16.6,286,2.9,Berawan
18.1,83,1012.2,12.7,145,0.9,Berawan
26.6,86,1006.4,17.1,244,4.7,Berawan
23.9,56,1011.3,7.7,72,0.0,Cerah
28.4,62,1004.8,21.3,341,1.9,Berawan
26.7,89,1010.6,11.6,83,2.5,Berawan
17.6,87,1005.2,22.9,350,23.3,Hujan
30.8,88,1010.3,10.5,64,3.1,Berawan
27.5,58,1009.8,24.5,84,4.5,Berawan
16.2,73,1011.5,22.7,65,0.6,Berawan
18.0,62,1005.0,23.5,206,2.7,Berawan
22.8,60,1011.4,23.2,199,1.2,Berawan
27.1,75,1010.3,13.2,6,0.0,Cerah
31.9,72,1011.1,22.2,332,3.2,Berawan
27.3,80,1011.7,25.3,30,3.8,Berawan
31.6,92,1005.7,15.0,137,1.7,Berawan
28.4,90,1004.9,10.7,305,2.5,Berawan
16.4,59,1011.9,3.8,11,0.0,Cerah
20.0,95,1005.6,25.3,76,11.7,Hujan
26.0,85,1012.5,14.7,45,1.7,Berawan
31.7,96,1011.4,25.5,41,0.1,Berawan
19.3,75,1010.4,21.9,207,4.4,Berawan
27.1,63,1007.3,20.5,227,0.2,Berawan
23.3,93,1010.8,25.7,268,4.1,Berawan
23.7,55,1010.0,11.3,36,0.0,Cerah
22.2,95,1006.1,14.8,94,46.3,Hujan
25.1,60,1009.3,8.6,241,0.0,Cerah
30.8,86,1012.0,4.7,234,2.1,Berawan
29.5,57,1010.0,9.0,194,0.0,Cerah
29.7,72,1012.4,15.0,277,0.0,Cerah
29.0,59,1006.8,22.0,359,0.3,Berawan
16.9,76,1009.0,5.6,209,3.6,Berawan
24.8,60,1004.7,16.2,246,0.0,Cerah
23.6,70,1009.1,5.1,283,0.0,Cerah
27.6,83,1007.6,23.7,93,3.7,Berawan
16.1,97,1006.2,17.1,148,26.9,Hujan
32.0,66,1004.6,27.7,245,3.7,Berawan
24.0,60,1010.3,3.0,32,0.0,Cerah
20.7,63,1011.8,6.4,20,0.0,Cerah
19.5,72,1011.8,20.8,138,3.7,Berawan
29.7,61,1012.3,29.8,258,0.3,Berawan
26.6,63,1011.7,17.7,147,0.0,Cerah
27.9,66,1010.9,10.5,328,0.0,Cerah
31.5,74,1008.3,16.7,79,0.0,Cerah
27.0,59,1011.8,14.2,264,0.0,Cerah
20.3,63,1010.1,29.6,206,0.5,Berawan
24.9,57,1008.1,16.2,101,0.0,Cerah
17.1,96,1009.3,7.7,83,3.9,Berawan
29.4,90,1011.6,5.4,109,2.7,Berawan
26.3,94,1005.1,27.3,233,0.4,Berawan
27.6,79,1009.6,7.6,138,4.3,Berawan
25.5,73,1008.4,22.5,172,2.3,Berawan
28.8,73,1009.7,16.2,77,0.0,Cerah
31.5,70,1004.4,29.4,22,2.1,Berawan
21.0,63,1010.2,27.6,187,2.2,Berawan
30.6,63,1005.1,5.5,111,0.0,Cerah
22.5,90,1006.0,25.1,55,42.6,Hujan
25.9,75,1012.9,24.8,98,1.4,Berawan
30.2,76,1010.5,26.7,19,4.8,Berawan
17.6,74,1005.3,22.4,5,4.7,Berawan
24.6,76,1008.3,24.4,62,4.0,Berawan
26.7,83,1010.1,25.2,78,3.5,Berawan
20.4,91,1010.1,13.4,192,4.2,Berawan
18.7,92,1012.0,16.1,23,2.1,Berawan
27.8,88,1010.9,15.7,288,3.4,Berawan
19.8,58,1012.4,18.0,328,0.5,Berawan
23.2,92,1008.4,4.5,222,2.6,Berawan
17.1,67,1012.0,5.4,311,0.0,Cerah
23.0,83,1012.0,27.8,251,4.3,Berawan
26.5,60,1011.4,3.3,285,0.0,Cerah
26.0,57,1008.4,20.6,78,0.7,Berawan
29.3,86,1010.9,22.9,327,2.0,Berawan
23.2,96,1007.2,25.7,284,20.1,Hujan
23.7,83,1008.9,29.9,306,0.5,Berawan
23.3,60,1008.3,9.5,71,0.0,Cerah
20.5,60,1009.8,14.7,287,0.0,Cerah
17.3,86,1012.7,15.3,180,4.4,Berawan
22.5,85,1010.6,19.9,197,2.7,Berawan
27.7,98,1007.0,20.7,262,0.3,Berawan
30.9,80,1005.5,3.9,77,4.3,Berawan
25.2,89,1007.9,6.4,168,4.7,Berawan
23.1,66,1005.6,9.5,9,0.0,Cerah
23.9,64,1009.3,20.8,74,0.3,Berawan
16.3,77,1010.3,25.9,224,0.7,Berawan
31.9,79,1005.2,24.0,176,4.8,Berawan
22.4,66,1004.0,22.6,99,0.3,Berawan
24.3,98,1009.1,29.3,256,2.4,Berawan
25.6,65,1011.2,8.8,92,0.0,Cerah
23.7,76,1012.2,4.0,35,1.2,Berawan
31.9,78,1009.3,16.3,17,2.3,Berawan
19.8,59,1004.8,8.9,116,0.0,Cerah
30.8,78,1012.9,21.3,218,2.1,Berawan
16.6,67,1008.1,14.8,94,0.0,Cerah
27.5,62,1009.6,29.9,198,3.1,Berawan
19.3,98,1005.5,11.1,264,33.5,Hujan
19.8,79,1006.6,19.2,79,4.2,Berawan
20.1,62,1008.2,7.7,262,0.0,Cerah
28.9,76,1008.6,21.3,297,2.6,Berawan
25.6,95,1012.7,26.3,83,4.1,Berawan
20.0,70,1012.5,10.8,232,0.0,Cerah
17.1,64,1007.2,14.8,231,0.0,Cerah
24.0,97,1004.6,16.5,45,21.1,Hujan
23.6,70,1006.4,18.8,35,4.7,Berawan
25.3,59,1008.6,23.0,150,0.2,Berawan
20.9,79,1012.2,15.3,187,4.7,Berawan
28.7,83,1010.1,19.5,342,1.1,Berawan
23.5,72,1012.0,5.5,192,0.0,Cerah
29.5,64,1009.6,27.1,143,4.6,Berawan
17.2,75,1009.3,26.1,240,2.2,Berawan
23.4,67,1010.5,11.3,336,0.0,Cerah
21.8,68,1006.7,29.5,12,1.3,Berawan
24.4,57,1004.6,27.5,305,2.1,Berawan
26.0,82,1007.9,16.6,263,3.0,Berawan
20.4,89,1011.5,20.5,30,4.9,Berawan
20.3,83,1004.2,13.8,292,0.9,Berawan
31.3,72,1010.6,15.3,292,0.0,Cerah
18.2,61,1010.2,7.2,2,0.0,Cerah
27.3,77,1007.1,20.2,47,2.2,Berawan
24.6,64,1006.7,8.6,182,0.0,Cerah
28.0,89,1008.0,26.4,177,3.9,Berawan
19.4,78,1004.9,7.7,329,1.4,Berawan
17.3,61,1007.6,29.7,180,2.0,Berawan
18.0,60,1012.9,3.5,88,0.0,Cerah
23.2,79,1008.5,23.2,30,0.9,Berawan
31.5,66,1011.8,20.2,184,1.9,Berawan
20.9,88,1005.8,23.0,199,43.6,Hujan
25.6,65,1005.8,20.4,93,1.9,Berawan
17.9,74,1006.5,20.6,187,2.3,Berawan
23.4,96,1010.6,9.1,262,1.2,Berawan
24.3,98,1011.9,26.2,75,1.7,Berawan
24.1,83,1010.7,26.8,38,2.6,Berawan
27.5,90,1005.4,13.9,114,4.2,Berawan
20.2,63,1007.6,21.4,219,1.4,Berawan
19.4,94,1005.3,11.5,348,40.5,Hujan
22.6,86,1011.7,9.3,59,3.7,Berawan
30.8,60,1011.9,26.8,306,2.8,Berawan
25.6,80,1004.2,22.1,301,1.9,Berawan
29.9,72,1005.9,28.3,130,1.7,Berawan
20.2,85,1005.9,8.8,353,28.9,Hujan
26.4,98,1011.0,27.6,64,0.5,Berawan
16.1,89,1011.3,10.2,126,3.4,Berawan
31.2,92,1009.6,27.3,68,0.9,Berawan
22.6,87,1011.1,7.2,195,3.0,Berawan
31.3,62,1009.8,25.6,266,1.7,Berawan
27.2,82,1005.4,13.3,114,0.3,Berawan
30.8,87,1006.3,21.7,75,0.1,Berawan
24.1,85,1011.5,28.4,326,0.4,Berawan
27.7,95,1010.3,26.4,150,2.4,Berawan
16.0,89,1005.8,12.3,74,42.4,Hujan
16.4,77,1006.4,12.9,176,2.9,Berawan
20.4,77,1011.2,27.2,187,2.8,Berawan
16.3,66,1006.0,4.0,125,0.0,Cerah
31.6,88,1007.1,22.1,283,4.5,Berawan
24.1,76,1007.4,20.9,228,3.7,Berawan
24.3,62,1010.3,22.1,230,4.7,Berawan
19.2,90,1009.5,20.6,282,4.8,Berawan
27.7,60,1006.1,24.6,235,2.8,Berawan
23.8,96,1008.0,13.4,26,25.6,Hujan
23.6,93,1007.5,16.4,311,44.4,Hujan
20.5,59,1009.0,8.9,171,0.0,Cerah
29.7,88,1008.1,5.0,231,2.5,Berawan
22.6,96,1006.9,9.8,13,35.9,Hujan
18.1,70,1005.7,3.4,327,0.0,Cerah
18.8,61,1011.9,8.9,84,0.0,Cerah
19.6,57,1011.1,25.1,106,1.5,Berawan
17.8,62,1005.0,3.1,319,0.0,Cerah
20.3,94,1004.9,8.1,209,28.3,Hujan
22.6,56,1012.5,18.0,196,0.0,Cerah
21.3,59,1005.5,24.3,65,2.5,Berawan
16.3,72,1006.1,17.2,238,0.0,Cerah
27.7,75,1006.2,20.9,293,3.0,Berawan
17.7,97,1010.6,19.4,65,0.7,Berawan
20.5,56,1005.6,25.8,153,4.7,Berawan
23.9,67,1005.1,21.5,70,3.6,Berawan
24.5,92,1009.2,14.3,99,1.3,Berawan
29.2,86,1010.9,23.1,179,1.1,Berawan
22.1,61,1009.2,29.2,346,1.6,Berawan
16.1,56,1004.0,16.9,317,0.0,Cerah
29.5,69,1012.7,5.9,28,0.0,Cerah
22.4,77,1010.8,17.7,142,3.5,Berawan
19.6,56,1005.8,3.9,21,0.0,Cerah
26.6,66,1009.6,21.3,6,2.8,Berawan
26.1,82,1009.9,19.8,111,2.3,Berawan
30.2,68,1004.3,17.2,95,0.0,Cerah
23.3,91,1011.6,10.6,91,3.4,Berawan
24.8,96,1008.9,5.8,47,2.1,Berawan
18.7,63,1009.8,20.7,16,3.4,Berawan
16.3,65,1011.3,27.3,155,2.6,Berawan
25.8,70,1010.1,18.6,208,1.8,Berawan
29.0,83,1012.8,27.0,102,4.5,Berawan
31.8,85,1004.3,11.1,196,1.5,Berawan
28.9,89,1012.3,22.9,80,4.8,Berawan
22.7,62,1008.7,13.1,324,0.0,Cerah
27.5,68,1010.3,3.1,340,0.0,Cerah
24.4,80,1011.9,27.7,310,4.5,Berawan
19.0,85,1006.5,11.6,294,3.1,Berawan
20.6,83,1007.5,8.0,59,4.5,Berawan
27.7,93,1009.9,24.8,70,1.6,Berawan
17.9,96,1004.4,4.5,59,23.8,Hujan
25.6,94,1009.0,5.3,113,4.8,Berawan
24.1,87,1004.4,26.7,127,1.6,Berawan
18.4,59,1007.7,3.0,239,0.0,Cerah
17.8,69,1011.5,12.8,220,0.0,Cerah
16.6,61,1005.8,11.1,247,0.0,Cerah
21.2,89,1008.9,7.0,219,4.2,Berawan
31.0,80,1007.4,23.0,40,1.1,Berawan
17.7,88,1010.9,19.7,62,3.8,Berawan
25.7,77,1009.2,26.1,119,3.7,Berawan
17.0,80,1004.5,11.1,152,2.8,Berawan
27.7,59,1011.6,16.7,350,0.0,Cerah
28.3,87,1010.5,12.5,30,3.1,Berawan
27.5,81,1008.7,3.3,113,2.7,Berawan
16.0,81,1009.5,12.0,341,2.5,Berawan
24.3,94,1010.6,5.5,51,3.3,Berawan
23.0,72,1012.8,29.2,283,1.3,Berawan
22.4,65,1006.4,6.9,123,0.0,Cerah
29.4,58,1011.8,28.3,128,0.2,Berawan
17.5,94,1004.6,20.7,175,47.1,Hujan
18.5,69,1012.1,17.2,346,0.0,Cerah
31.6,89,1008.5,29.6,152,4.6,Berawan
30.4,83,1008.9,19.0,25,3.0,Berawan
30.9,67,1005.8,22.8,121,2.8,Berawan
31.6,68,1012.8,12.7,283,0.0,Cerah
20.6,89,1008.5,17.6,45,4.2,Berawan
22.8,80,1011.9,12.1,112,3.6,Berawan
19.0,81,1007.1,25.1,13,1.3,Berawan
16.3,69,1006.4,5.6,37,0.0,Cerah
24.1,70,1006.0,12.2,175,0.0,Cerah
18.4,61,1004.1,19.9,46,2.0,Berawan
19.7,68,1004.8,18.6,249,1.5,Berawan
19.4,93,1009.7,15.4,13,1.7,Berawan
23.9,74,1005.9,13.6,254,0.0,Cerah
18.8,63,1012.4,12.7,337,0.0,Cerah
32.0,88,1009.5,22.1,109,2.6,Berawan
22.9,64,1011.0,23.6,112,1.6,Berawan
28.6,74,1009.5,15.5,46,0.0,Cerah
31.7,91,1010.7,23.9,308,0.7,Berawan
18.0,84,1008.8,4.1,7,1.7,Berawan
29.7,79,1009.6,22.9,185,0.4,Berawan
31.0,83,1006.8,3.5,342,1.6,Berawan
29.4,75,1006.2,19.4,290,3.7,Berawan
16.7,73,1004.6,28.0,176,4.3,Berawan
25.0,72,1005.0,12.9,237,0.0,Cerah
30.8,74,1005.2,5.8,64,0.0,Cerah
30.1,60,1012.0,27.2,275,0.2,Berawan
27.7,60,1006.5,13.0,90,0.0,Cerah
29.2,88,1009.6,6.0,11,2.5,Berawan
20.0,66,1012.5,29.1,296,1.1,Berawan
24.3,56,1009.5,30.0,93,1.3,Berawan
16.4,85,1009.7,6.6,34,4.5,Berawan
23.5,83,1008.2,10.9,122,1.7,Berawan
16.4,86,1012.2,13.3,152,1.7,Berawan
26.2,56,1012.1,13.5,347,0.0,Cerah
30.8,85,1011.8,28.8,133,2.1,Berawan
24.8,61,1012.5,24.8,13,2.4,Berawan
26.5,79,1010.1,25.2,181,2.8,Berawan
17.3,80,1007.7,6.6,80,3.6,Berawan
28.1,96,1010.6,15.7,238,4.5,Berawan
30.7,67,1007.7,8.6,15,0.0,Cerah
21.6,80,1010.4,24.6,228,4.5,Berawan
19.3,68,1008.2,18.9,319,1.3,Berawan
27.8,55,1008.8,16.3,6,0.0,Cerah
26.8,84,1006.4,14.1,74,2.7,Berawan
25.3,82,1006.4,3.4,34,3.8,Berawan
25.6,68,1007.8,14.2,321,0.0,Cerah
23.5,82,1006.9,11.4,41,1.4,Berawan
31.5,97,1004.3,9.6,240,3.1,Berawan
26.9,85,1007.6,10.6,7,1.9,Berawan
31.8,57,1010.3,17.8,91,0.0,Cerah
18.3,78,1006.9,9.8,357,4.1,Berawan
17.0,70,1005.4,22.0,209,2.6,Berawan
16.2,79,1011.2,24.9,258,4.5,Berawan
18.2,69,1012.8,27.9,315,3.5,Berawan
29.5,96,1011.3,18.7,84,2.8,Berawan
26.0,68,1006.1,22.0,352,4.1,Berawan
21.1,77,1006.2,7.2,314,1.0,Berawan
17.7,94,1008.1,23.4,77,4.5,Berawan
31.4,70,1010.8,6.9,80,0.0,Cerah
31.4,87,1012.6,9.8,159,4.5,Berawan
29.2,80,1012.4,20.3,29,3.3,Berawan
20.4,59,1008.1,28.9,311,2.9,Berawan
31.6,86,1007.0,4.2,136,2.9,Berawan
25.7,97,1009.1,15.5,287,2.4,Berawan
29.7,77,1004.7,26.7,27,3.4,Berawan
31.6,60,1005.4,12.1,9,0.0,Cerah
31.0,87,1005.6,22.0,181,3.1,Berawan
29.5,82,1009.4,11.6,98,2.7,Berawan
23.6,60,1005.4,15.6,320,0.0,Cerah
21.1,88,1007.5,6.2,116,16.6,Hujan
21.7,61,1004.1,11.9,129,0.0,Cerah
26.8,94,1011.4,22.7,88,1.4,Berawan
29.6,66,1011.7,4.1,227,0.0,Cerah
19.4,73,1005.2,21.5,241,4.8,Berawan
27.2,75,1012.6,25.5,354,3.5,Berawan
28.3,76,1010.6,24.1,162,4.1,Berawan
22.2,80,1011.7,19.3,101,0.3,Berawan
23.3,72,1012.7,17.1,163,0.0,Cerah
23.6,83,1010.0,24.1,72,0.6,Berawan
21.5,70,1011.6,3.9,286,0.0,Cerah
30.8,72,1009.5,22.5,196,2.2,Berawan
18.6,91,1010.9,21.9,177,2.9,Berawan
28.5,75,1007.9,25.6,74,0.4,Berawan
30.8,94,1005.6,27.7,211,0.7,Berawan
16.5,62,1008.0,13.7,100,0.0,Cerah
17.5,84,1007.1,12.6,73,2.0,Berawan
26.9,91,1005.1,12.1,250,4.5,Berawan
19.0,76,1009.7,17.6,347,1.8,Berawan
27.0,85,1006.1,5.5,242,4.7,Berawan
26.7,85,1007.1,22.4,48,0.4,Berawan
17.9,97,1004.0,15.6,16,40.7,Hujan
26.1,64,1006.2,15.8,170,0.0,Cerah
16.2,80,1012.0,3.3,148,0.5,Berawan
28.1,79,1005.9,18.9,316,1.2,Berawan
31.2,81,1010.7,28.7,259,0.5,Berawan
23.9,57,1005.0,10.2,154,0.0,Cerah
29.8,61,1008.2,3.2,318,0.0,Cerah
22.6,97,1007.7,13.8,274,45.7,Hujan
27.9,88,1010.3,10.1,196,1.7,Berawan
31.6,74,1009.5,24.2,35,0.1,Berawan
30.2,69,1006.7,17.6,123,0.0,Cerah
24.9,71,1009.7,3.6,125,0.0,Cerah
18.2,86,1012.5,25.2,297,2.9,Berawan
21.8,59,1009.2,5.9,161,0.0,Cerah
17.0,67,1005.3,3.6,39,0.0,Cerah
25.4,77,1009.2,11.7,266,0.5,Berawan
16.7,67,1011.9,28.1,189,4.2,Berawan
17.8,63,1007.8,19.8,60,0.7,Berawan
31.8,79,1006.7,18.2,311,1.4,Berawan
29.3,73,1006.8,24.1,291,3.8,Berawan
26.5,64,1004.1,29.6,25,4.7,Berawan
17.6,62,1005.0,26.0,272,2.0,Berawan
23.0,67,1011.4,6.9,157,0.0,Cerah
16.8,85,1009.4,21.4,52,2.5,Berawan
24.8,79,1012.2,6.1,297,4.2,Berawan
23.1,80,1007.5,28.3,238,1.9,Berawan
28.1,56,1013.0,26.9,53,3.5,Berawan
16.1,73,1011.6,9.4,302,0.0,Cerah
22.3,96,1004.7,20.2,232,36.9,Hujan
31.3,63,1009.1,28.0,20,2.8,Berawan
31.3,64,1006.7,12.4,98,0.0,Cerah
24.8,84,1007.4,10.6,73,3.7,Berawan
23.9,60,1011.8,13.4,132,0.0,Cerah
26.0,91,1011.1,25.0,223,0.1,Berawan
25.8,67,1008.7,22.8,266,2.8,Berawan
27.6,66,1006.6,27.7,176,0.9,Berawan
25.0,69,1006.3,24.1,301,3.4,Berawan
19.0,82,1011.1,5.2,347,1.4,Berawan
30.6,78,1012.5,13.3,88,3.7,Berawan
25.6,95,1006.4,7.9,359,3.6,Berawan
21.0,81,1009.3,23.4,328,3.8,Berawan
16.6,86,1009.9,15.9,29,3.0,Berawan
20.7,74,1008.5,18.6,252,1.3,Berawan
26.8,80,1009.4,3.2,24,4.7,Berawan
16.5,90,1010.7,10.4,327,4.2,Berawan
16.9,68,1012.0,23.4,194,1.2,Berawan
30.7,72,1009.6,25.0,232,0.3,Berawan
25.9,69,1009.8,4.8,205,0.0,Cerah
30.5,63,1011.8,24.6,201,4.8,Berawan
26.4,55,1010.3,7.6,270,0.0,Cerah
31.7,67,1012.6,21.7,103,0.2,Berawan
23.9,74,1012.1,16.0,172,0.0,Cerah
19.7,66,1011.1,19.4,36,1.3,Berawan
20.0,89,1004.1,6.6,283,13.0,Hujan
22.0,58,1010.7,18.2,289,4.7,Berawan
19.0,58,1011.5,16.9,1,0.0,Cerah
22.9,56,1009.2,13.6,338,0.0,Cerah
29.5,66,1005.8,19.4,152,1.1,Berawan
19.8,77,1006.6,5.3,316,4.1,Berawan
23.8,57,1011.5,29.7,245,0.7,Berawan
20.7,81,1005.1,24.6,95,4.3,Berawan
27.1,71,1010.6,6.3,45,0.0,Cerah
19.8,96,1004.2,24.2,183,22.9,Hujan
17.5,79,1010.5,27.8,338,3.6,Berawan
27.1,81,1004.2,21.9,133,1.8,Berawan
16.7,59,1006.7,17.1,114,0.0,Cerah
29.4,78,1012.0,25.9,327,3.8,Berawan
30.5,74,1006.2,27.6,204,3.1,Berawan
24.1,58,1010.3,19.8,102,2.9,Berawan
24.5,63,1011.4,15.8,19,0.0,Cerah
22.0,76,1011.0,24.7,288,4.8,Berawan
24.4,77,1009.0,20.8,165,0.3,Berawan
28.2,88,1006.3,4.6,140,0.5,Berawan
22.2,87,1006.7,23.4,31,27.4,Hujan
17.7,63,1008.3,29.6,286,2.3,Berawan
23.0,97,1010.5,29.8,290,4.3,Berawan
30.9,89,1011.4,22.6,194,2.5,Berawan
29.3,85,1005.9,14.0,344,0.2,Berawan
17.4,81,1008.5,19.4,80,0.3,Berawan
19.0,63,1010.9,28.2,69,2.0,Berawan
26.8,82,1006.4,18.4,237,3.4,Berawan
31.5,61,1006.7,14.0,313,0.0,Cerah
19.6,81,1007.8,16.5,259,2.4,Berawan
29.0,68,1012.4,10.8,276,0.0,Cerah
24.5,85,1010.3,8.4,2,0.4,Berawan
29.5,82,1009.5,17.7,188,3.5,Berawan
28.6,91,1006.8,16.9,257,1.1,Berawan
16.6,90,1008.9,28.9,152,0.7,Berawan
29.4,70,1009.9,3.7,97,0.0,Cerah
17.8,56,1011.1,8.3,9,0.0,Cerah
